requisition_id,main_equipment_name,equipment_serial_no,motor_manufacturing_year,application_use,installed_location,installed_qty,make,model,frame,size,power_rating,kw,kva,rpm,duty_cycle,voltage,current,received_date,received_time,defects_observed,repairs_required,reason_of_failure_id,reason_of_failure_text,warranty_status,previous_refurbishment_job_no,spares_details,service_type_id,service_type_text,equipment_type_id,equipment_type_text,bearing_id,bearing_text,status,created_at,updated_at,created_by,updated_by
1757,Pump Motor,EQ10079,2015,Cooling Tower Fan,Sinter Plant,1,Siemens,D370,D80,22.0 KW,21.87,22.0,24.52,1500,Periodic (S5),3300,4.26,2025-06-14,13:29:00,Grease leakage from bearing housing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-17469,Bearing 6307 2RS,2,Bearing Replacement,3,Pump Motor,5,6307 2RS,CLOSED,2025-06-14 00:00:00,2025-06-27 00:00:00,operator_03,supervisor_01
1758,AC Motor,EQ10327,2001,Rolling Mill Drive,Coke Oven Plant,1,ABB,K392,D280S,5.5 KW,5.43,5.5,6.64,1500,Continuous (S1),415,8.85,2025-10-25,19:10:00,Bearing noise observed during operation,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing NU 206,2,Bearing Replacement,1,AC Motor,7,NU 206,DISPATCHED,2025-10-25 00:00:00,2025-11-21 00:00:00,operator_05,supervisor_04
1759,AC Motor,EQ10312,1999,Pump Driving,Hot Strip Mill,1,Remi,K359,D180M,45.0 KW,44.41,45.0,51.53,1500,Short Time (S2),415,68.85,2023-07-25,16:57:00,Surface tracking on insulation,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,,"Grease, Cleaning agents",5,Insulation Repair,1,AC Motor,6,6308 2RS,CLOSED,2023-07-25 00:00:00,2023-08-12 00:00:00,operator_12,supervisor_04
1760,Crane Motor,EQ10240,1995,Crane Hoisting,Power Plant,1,Crompton Greaves,M706,D132S,250.0 KW,249.23,250.0,279.58,1500,Continuous (S1),3300,50.62,2023-09-03,11:26:00,Bearing noise observed during operation,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-35384,Bearing 6307 2RS,2,Bearing Replacement,5,Crane Motor,5,6307 2RS,DISPATCHED,2023-09-03 00:00:00,2023-09-26 00:00:00,operator_06,supervisor_07
1761,Pump Motor,EQ10330,2014,Crane Hoisting,Sinter Plant,1,Siemens,S488,D355L,110.0 KW,108.86,110.0,130.49,1500,Short Time (S2),3300,22.63,2023-05-20,14:02:00,Insulation resistance low on winding,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-26858,"Copper wire, Insulation paper, Varnish",1,Rewinding,3,Pump Motor,1,6205 2RS,CLOSED,2023-05-20 00:00:00,2023-06-15 00:00:00,operator_01,supervisor_01
1762,Blower Motor,EQ10006,2015,Cooling Tower Fan,Sinter Plant,1,WEG,S919,D132S,30.0 KW,29.84,30.0,34.68,3000,Short Time (S2),3300,5.82,2023-11-04,08:36:00,Phase imbalance detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,4,Blower Motor,3,6305 2RS,DISPATCHED,2023-11-04 00:00:00,2023-11-27 00:00:00,operator_14,supervisor_02
1763,Pump Motor,EQ10318,2006,Compressor Driving,Power Plant,1,Crompton Greaves,K627,D225M,1.5 KW,1.47,1.5,1.79,1000,Continuous (S1),415,2.58,2025-08-30,11:26:00,"Shaft bent, causing vibration",Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,,Bearing 6307 2RS,2,Bearing Replacement,3,Pump Motor,5,6307 2RS,DISPATCHED,2025-08-30 00:00:00,2025-09-14 00:00:00,operator_13,supervisor_02
1764,Blower Motor,EQ10383,1998,Compressor Driving,Cold Rolling Mill,1,Siemens,E821,D100L,30.0 KW,30.35,30.0,35.26,1500,Periodic (S5),415,48.94,2024-08-22,18:04:00,Air gap irregularity detected,Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,,Bearing 6305 2RS,2,Bearing Replacement,4,Blower Motor,3,6305 2RS,CLOSED,2024-08-22 00:00:00,2024-08-28 00:00:00,operator_10,supervisor_07
1765,Pump Motor,EQ10068,2012,Crane Hoisting,Cold Rolling Mill,1,Crompton Greaves,K496,D90L,55.0 KW,55.93,55.0,63.85,1000,Continuous (S1),440,86.82,2024-01-15,15:37:00,Excessive vibration from drive end bearing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing NU 308,2,Bearing Replacement,3,Pump Motor,8,NU 308,DISPATCHED,2024-01-15 00:00:00,2024-02-09 00:00:00,operator_04,supervisor_06
1766,AC Motor,EQ10385,2013,Mixer Agitator,Wire Rod Mill,1,Siemens,M239,D280S,2.2 KW,2.18,2.2,2.39,1500,Continuous (S1),440,3.27,2023-07-20,08:11:00,Temperature rise exceeding limits,Cooling system repaired. Fan replaced. Ventilation passages cleaned.,5,Overheating,Out of Warranty,,"Grease, Cleaning agents",5,Insulation Repair,1,AC Motor,7,NU 206,DISPATCHED,2023-07-20 00:00:00,2023-07-24 00:00:00,operator_05,supervisor_01
1767,Pump Motor,EQ10176,2011,Compressor Driving,Cold Rolling Mill,1,Kirloskar,E837,D90L,315.0 KW,318.27,315.0,345.46,1500,Periodic (S5),3300,58.09,2023-06-10,14:46:00,Bearing noise observed during operation,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-63212,Bearing 7206 B,2,Bearing Replacement,3,Pump Motor,9,7206 B,CLOSED,2023-06-10 00:00:00,2023-07-09 00:00:00,operator_04,supervisor_01
1768,Pump Motor,EQ10318,2006,Compressor Driving,Power Plant,1,Crompton Greaves,S624,D225M,1.5 KW,1.47,1.5,1.79,1000,Continuous (S1),415,2.58,2024-03-22,11:19:00,"Winding overheated, discoloration visible",Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-88572,"Copper wire, Insulation paper, Varnish",1,Rewinding,3,Pump Motor,11,N/A,CLOSED,2024-03-22 00:00:00,2024-03-23 00:00:00,operator_09,supervisor_06
1769,AC Motor,EQ10335,2022,Crane Hoisting,Power Plant,1,WEG,M973,D180L,7.5 KW,7.54,7.5,8.43,1000,Intermittent (S3),440,10.77,2023-03-24,21:57:00,"Winding overheated, discoloration visible",Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-69936,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,2,6206 2RS,CLOSED,2023-03-24 00:00:00,2023-04-06 00:00:00,operator_08,supervisor_04
1770,AC Motor,EQ10332,1999,Mixer Agitator,Coke Oven Plant,1,ABB,H550,D315S,18.5 KW,18.46,18.5,20.63,3000,Short Time (S2),440,26.89,2023-11-11,20:55:00,Air gap irregularity detected,Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,JOB-26418,"Grease, Cleaning agents",4,Alignment Correction,1,AC Motor,6,6308 2RS,CLOSED,2023-11-11 00:00:00,2023-12-02 00:00:00,operator_05,supervisor_04
1771,AC Motor,EQ10408,2006,Cooling Tower Fan,Hot Strip Mill,1,Bharat Bijlee,H226,D225S,15.0 KW,14.94,15.0,18.06,1500,Short Time (S2),415,25.2,2025-07-02,16:50:00,"Bearing seized, motor stalled",Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing NU 308,2,Bearing Replacement,1,AC Motor,8,NU 308,DISPATCHED,2025-07-02 00:00:00,2025-07-24 00:00:00,operator_10,supervisor_03
1772,AC Motor,EQ10075,2001,Rolling Mill Drive,Cold Rolling Mill,1,Kirloskar,K162,D132M,75.0 KW,74.3,75.0,87.42,1500,Short Time (S2),415,122.71,2025-01-28,10:55:00,Bearing noise observed during operation,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6305 2RS,2,Bearing Replacement,1,AC Motor,3,6305 2RS,CLOSED,2025-01-28 00:00:00,2025-02-03 00:00:00,operator_08,supervisor_03
1773,AC Motor,EQ10269,1995,Fan/Blower Driving,Sinter Plant,1,Havells,D686,D80,22.0 KW,22.2,22.0,26.03,1500,Continuous (S1),440,32.48,2023-05-21,19:58:00,"Winding burnt, motor tripped on overload",Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,11,N/A,CLOSED,2023-05-21 00:00:00,2023-05-28 00:00:00,operator_03,supervisor_03
1774,AC Motor,EQ10269,1995,Fan/Blower Driving,Sinter Plant,1,Havells,M761,D80,22.0 KW,22.2,22.0,26.03,1500,Continuous (S1),440,32.48,2023-10-04,20:02:00,"Winding burnt, motor tripped on overload",Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,7,NU 206,CLOSED,2023-10-04 00:00:00,2023-10-18 00:00:00,operator_12,supervisor_05
1775,AC Motor,EQ10258,2005,Hydraulic Press,Blast Furnace,1,GE,M968,D180M,3.7 KW,3.64,3.7,4.14,1500,Continuous (S1),415,5.77,2023-11-29,13:37:00,Grease leakage from bearing housing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-60094,Bearing 6306 2RS,2,Bearing Replacement,1,AC Motor,4,6306 2RS,DISPATCHED,2023-11-29 00:00:00,2023-12-14 00:00:00,operator_07,supervisor_01
1776,AC Motor,EQ10364,2007,Pump Driving,Power Plant,1,Siemens,D307,D200L,55.0 KW,54.06,55.0,63.4,1500,Continuous (S1),440,86.71,2025-04-13,07:59:00,Air gap irregularity detected,Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,,"Grease, Cleaning agents",3,General Overhaul,1,AC Motor,9,7206 B,CLOSED,2025-04-13 00:00:00,2025-04-27 00:00:00,operator_17,supervisor_02
1777,AC Motor,EQ10195,1995,Cooling Tower Fan,Hot Strip Mill,1,Crompton Greaves,H231,D200L,22.0 KW,22.2,22.0,25.12,1000,Short Time (S2),415,34.4,2024-02-01,19:13:00,"Cooling fan damaged, inadequate cooling",Cooling system repaired. Fan replaced. Ventilation passages cleaned.,5,Overheating,Out of Warranty,,"Grease, Cleaning agents",4,Alignment Correction,1,AC Motor,7,NU 206,CLOSED,2024-02-01 00:00:00,2024-02-19 00:00:00,operator_06,supervisor_05
1778,Blower Motor,EQ10320,2005,Pump Driving,Wire Rod Mill,1,ABB,H576,D132M,75.0 KW,74.79,75.0,85.81,3000,Continuous (S1),415,123.49,2024-10-03,09:57:00,Phase imbalance detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,4,Blower Motor,7,NU 206,CLOSED,2024-10-03 00:00:00,2024-10-10 00:00:00,operator_14,supervisor_02
1779,AC Motor,EQ10394,2020,Rolling Mill Drive,Cold Rolling Mill,1,Kirloskar,H426,D100L,250.0 KW,246.64,250.0,294.18,1500,Intermittent (S3),3300,50.54,2025-07-12,15:09:00,"Shaft bent, causing vibration",Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,JOB-47909,"Grease, Cleaning agents",6,Shaft Repair,1,AC Motor,1,6205 2RS,CLOSED,2025-07-12 00:00:00,2025-07-30 00:00:00,operator_02,supervisor_02
1780,DC Motor,EQ10405,2009,Mixer Agitator,Blast Furnace,1,Kirloskar,E998,D250M,7.5 KW,7.5,7.5,8.27,1000,Short Time (S2),415,11.03,2025-11-09,06:16:00,Bearing overheating detected,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-48481,Bearing 6308 2RS,2,Bearing Replacement,2,DC Motor,6,6308 2RS,DISPATCHED,2025-11-09 00:00:00,2025-11-15 00:00:00,operator_06,supervisor_06
1781,AC Motor,EQ10464,2006,Mixer Agitator,Hot Strip Mill,1,ABB,K229,D132M,90.0 KW,91.13,90.0,107.35,1500,Short Time (S2),3300,18.04,2024-01-11,10:18:00,"Bearing seized, motor stalled",Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6205 2RS,2,Bearing Replacement,1,AC Motor,1,6205 2RS,CLOSED,2024-01-11 00:00:00,2024-02-08 00:00:00,operator_09,supervisor_05
1782,Pump Motor,EQ10346,2004,Cooling Tower Fan,Bar Mill,1,WEG,K452,D355M,315.0 KW,320.45,315.0,381.91,750,Continuous (S1),6600,32.73,2023-11-21,12:06:00,Insulation breakdown at connections,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,JOB-66980,"Grease, Cleaning agents",5,Insulation Repair,3,Pump Motor,11,N/A,CLOSED,2023-11-21 00:00:00,2023-12-05 00:00:00,operator_06,supervisor_03
1783,Pump Motor,EQ10486,2006,Cooling Tower Fan,Cold Rolling Mill,1,Bharat Bijlee,K143,D315M,7.5 KW,7.64,7.5,8.83,3000,Continuous (S1),440,11.57,2023-09-20,13:58:00,Grease leakage from bearing housing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 7206 B,2,Bearing Replacement,3,Pump Motor,9,7206 B,CLOSED,2023-09-20 00:00:00,2023-10-01 00:00:00,operator_11,supervisor_07
1784,DC Motor,EQ10131,2002,Mixer Agitator,Power Plant,1,Crompton Greaves,S351,D160M,400.0 KW,403.48,400.0,464.88,1500,Short Time (S2),3300,80.75,2024-05-18,11:58:00,Bearing overheating detected,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 22210 E,2,Bearing Replacement,2,DC Motor,10,22210 E,CLOSED,2024-05-18 00:00:00,2024-06-05 00:00:00,operator_01,supervisor_04
1785,DC Motor,EQ10303,2013,Compressor Driving,Sinter Plant,1,Siemens,M630,D315S,75.0 KW,74.79,75.0,88.05,1500,Continuous (S1),3300,15.79,2024-03-22,06:48:00,"Winding overheated, discoloration visible",Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-83162,"Copper wire, Insulation paper, Varnish",1,Rewinding,2,DC Motor,7,NU 206,DISPATCHED,2024-03-22 00:00:00,2024-03-24 00:00:00,operator_16,supervisor_04
1786,Pump Motor,EQ10044,2014,Compressor Driving,Coke Oven Plant,1,Kirloskar,K700,D225M,22.0 KW,21.74,22.0,25.65,3000,Continuous (S1),440,32.78,2024-10-31,18:14:00,Insulation breakdown at connections,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,,"Grease, Cleaning agents",5,Insulation Repair,3,Pump Motor,3,6305 2RS,CLOSED,2024-10-31 00:00:00,2024-11-27 00:00:00,operator_09,supervisor_04
1787,AC Motor,EQ10417,2019,Pump Driving,Coke Oven Plant,1,ABB,D636,D80,1.5 KW,1.49,1.5,1.76,1500,Continuous (S1),415,2.37,2025-09-26,10:11:00,Bearing overheating detected,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-98379,Bearing 6306 2RS,2,Bearing Replacement,1,AC Motor,4,6306 2RS,DISPATCHED,2025-09-26 00:00:00,2025-10-13 00:00:00,operator_12,supervisor_03
1788,AC Motor,EQ10396,2008,Rolling Mill Drive,Blast Furnace,1,Kirloskar,E935,D90L,75.0 KW,75.32,75.0,83.31,750,Continuous (S1),440,114.57,2024-09-12,21:51:00,"Rotor bars broken, abnormal sound",Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,JOB-88596,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,2,6206 2RS,DISPATCHED,2024-09-12 00:00:00,2024-09-21 00:00:00,operator_16,supervisor_07
1789,Crane Motor,EQ10216,2005,Fan/Blower Driving,Sinter Plant,1,Havells,K225,D180L,160.0 KW,159.96,160.0,193.02,3000,Continuous (S1),3300,34.4,2023-06-15,12:50:00,Excessive vibration from drive end bearing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-99616,Bearing 6308 2RS,2,Bearing Replacement,5,Crane Motor,6,6308 2RS,CLOSED,2023-06-15 00:00:00,2023-06-21 00:00:00,operator_06,supervisor_01
1790,Pump Motor,EQ10010,2020,Crane Hoisting,Hot Strip Mill,1,Siemens,H706,D280S,7.5 KW,7.56,7.5,8.59,1000,Continuous (S1),415,11.93,2023-11-16,21:08:00,Bearing noise observed during operation,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing NU 206,2,Bearing Replacement,3,Pump Motor,7,NU 206,DISPATCHED,2023-11-16 00:00:00,2023-11-19 00:00:00,operator_18,supervisor_06
1791,AC Motor,EQ10191,1996,Rolling Mill Drive,Coke Oven Plant,1,Bharat Bijlee,H615,D160M,11.0 KW,11.08,11.0,12.4,3000,Continuous (S1),440,15.88,2025-07-26,18:34:00,"Bearing seized, motor stalled",Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-66196,Bearing 6308 2RS,2,Bearing Replacement,1,AC Motor,6,6308 2RS,CLOSED,2025-07-26 00:00:00,2025-08-22 00:00:00,operator_18,supervisor_06
1792,DC Motor,EQ10294,1996,Mixer Agitator,Bar Mill,1,ABB,K539,D160M,200.0 KW,200.48,200.0,230.66,1500,Short Time (S2),3300,40.98,2024-10-10,18:25:00,Bearing overheating detected,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-29713,Bearing 6206 2RS,2,Bearing Replacement,2,DC Motor,2,6206 2RS,DISPATCHED,2024-10-10 00:00:00,2024-10-23 00:00:00,operator_10,supervisor_01
1793,Pump Motor,EQ10176,2011,Compressor Driving,Cold Rolling Mill,1,Kirloskar,S598,D90L,315.0 KW,318.27,315.0,345.46,1500,Periodic (S5),3300,58.09,2023-05-27,09:08:00,"Shaft bent, causing vibration",Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,,"Grease, Cleaning agents",3,General Overhaul,3,Pump Motor,3,6305 2RS,CLOSED,2023-05-27 00:00:00,2023-06-02 00:00:00,operator_15,supervisor_07
1794,Pump Motor,EQ10434,2020,Fan/Blower Driving,Blast Furnace,1,Crompton Greaves,K435,D355L,18.5 KW,18.19,18.5,20.94,3000,Continuous (S1),415,29.9,2023-08-07,06:58:00,"Winding overheated, discoloration visible",Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-17207,"Copper wire, Insulation paper, Varnish",1,Rewinding,3,Pump Motor,5,6307 2RS,DISPATCHED,2023-08-07 00:00:00,2023-08-11 00:00:00,operator_02,supervisor_07
1795,DC Motor,EQ10467,2000,Fan/Blower Driving,Wire Rod Mill,1,Bharat Bijlee,M158,D160M,160.0 KW,162.6,160.0,195.07,1000,Continuous (S1),11000,10.73,2023-04-13,20:49:00,"Winding overheated, discoloration visible",Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-52667,"Copper wire, Insulation paper, Varnish",1,Rewinding,2,DC Motor,4,6306 2RS,DISPATCHED,2023-04-13 00:00:00,2023-04-29 00:00:00,operator_07,supervisor_06
1796,DC Motor,EQ10454,2008,Pump Driving,Cold Rolling Mill,1,Siemens,H484,D132S,5.5 KW,5.54,5.5,6.33,1500,Continuous (S1),415,8.83,2023-10-10,20:59:00,Insulation resistance below acceptable limit,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,JOB-41101,"Grease, Cleaning agents",5,Insulation Repair,2,DC Motor,8,NU 308,CLOSED,2023-10-10 00:00:00,2023-11-06 00:00:00,operator_12,supervisor_04
1797,Pump Motor,EQ10473,2022,Crane Hoisting,Blast Furnace,1,Siemens,D101,D280S,110.0 KW,109.19,110.0,131.54,750,Intermittent (S3),415,180.24,2024-04-11,20:49:00,Low megger value on phases,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,JOB-28976,"Grease, Cleaning agents",5,Insulation Repair,3,Pump Motor,1,6205 2RS,CLOSED,2024-04-11 00:00:00,2024-04-22 00:00:00,operator_14,supervisor_02
1798,AC Motor,EQ10009,1997,Mixer Agitator,Cold Rolling Mill,1,Siemens,D613,D160M,2.2 KW,2.18,2.2,2.55,1000,Continuous (S1),415,3.69,2025-05-23,19:53:00,Excessive vibration from drive end bearing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6307 2RS,2,Bearing Replacement,1,AC Motor,5,6307 2RS,DISPATCHED,2025-05-23 00:00:00,2025-06-21 00:00:00,operator_04,supervisor_07
1799,AC Motor,EQ10279,2017,Hydraulic Press,Bar Mill,1,Crompton Greaves,E151,D132M,45.0 KW,45.56,45.0,54.25,1500,Intermittent (S3),415,77.35,2024-03-02,11:54:00,"Shaft bent, causing vibration",Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,JOB-91950,"Grease, Cleaning agents",6,Shaft Repair,1,AC Motor,8,NU 308,CLOSED,2024-03-02 00:00:00,2024-03-21 00:00:00,operator_07,supervisor_06
1800,Blower Motor,EQ10170,1997,Fan/Blower Driving,Cold Rolling Mill,1,Kirloskar,H698,D280S,1.5 KW,1.49,1.5,1.77,1000,Intermittent (S3),440,2.25,2025-05-21,17:20:00,Inter-turn short circuit detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-41314,"Copper wire, Insulation paper, Varnish",1,Rewinding,4,Blower Motor,3,6305 2RS,DISPATCHED,2025-05-21 00:00:00,2025-06-10 00:00:00,operator_06,supervisor_04
1801,Crane Motor,EQ10240,1995,Crane Hoisting,Power Plant,1,Crompton Greaves,S107,D132S,250.0 KW,249.23,250.0,279.58,1500,Continuous (S1),3300,50.62,2024-09-27,08:44:00,Phase imbalance detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,5,Crane Motor,9,7206 B,CLOSED,2024-09-27 00:00:00,2024-10-25 00:00:00,operator_15,supervisor_07
1802,Crane Motor,EQ10271,2007,Pump Driving,Bar Mill,1,Havells,M478,D225M,1.5 KW,1.47,1.5,1.72,1500,Short Time (S2),440,2.36,2025-11-23,12:39:00,Bearing overheating detected,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6308 2RS,2,Bearing Replacement,5,Crane Motor,6,6308 2RS,DISPATCHED,2025-11-23 00:00:00,2025-12-03 00:00:00,operator_02,supervisor_04
1803,AC Motor,EQ10414,2009,Compressor Driving,Cold Rolling Mill,1,ABB,E387,D355M,30.0 KW,30.11,30.0,32.89,1500,Continuous (S1),3300,5.9,2023-01-20,17:58:00,"Bearing seized, motor stalled",Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-84332,Bearing 7206 B,2,Bearing Replacement,1,AC Motor,9,7206 B,CLOSED,2023-01-20 00:00:00,2023-02-05 00:00:00,operator_14,supervisor_02
1804,AC Motor,EQ10146,2012,Rolling Mill Drive,Cold Rolling Mill,1,GE,H860,D160L,250.0 KW,247.55,250.0,281.27,1500,Intermittent (S3),6600,24.45,2024-12-15,09:28:00,Excessive vibration from drive end bearing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6306 2RS,2,Bearing Replacement,1,AC Motor,4,6306 2RS,CLOSED,2024-12-15 00:00:00,2024-12-18 00:00:00,operator_15,supervisor_01
1805,AC Motor,EQ10251,2022,Pump Driving,Sinter Plant,1,ABB,H654,D280M,37.0 KW,36.56,37.0,43.04,1500,Continuous (S1),415,58.46,2025-06-01,16:54:00,"Bearing seized, motor stalled",Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-28444,Bearing 6206 2RS,2,Bearing Replacement,1,AC Motor,2,6206 2RS,CLOSED,2025-06-01 00:00:00,2025-06-12 00:00:00,operator_13,supervisor_03
1806,AC Motor,EQ10195,1995,Cooling Tower Fan,Hot Strip Mill,1,Crompton Greaves,K738,D200L,22.0 KW,22.2,22.0,25.12,1000,Short Time (S2),415,34.4,2025-08-14,19:42:00,Insulation resistance low on winding,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,6,6308 2RS,CLOSED,2025-08-14 00:00:00,2025-08-24 00:00:00,operator_03,supervisor_05
1807,Crane Motor,EQ10186,2014,Hydraulic Press,Hot Strip Mill,1,Havells,E941,D160L,18.5 KW,18.58,18.5,21.43,1500,Continuous with Intermittent Load (S6),415,30.62,2023-10-29,19:13:00,Low megger value on phases,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,,"Grease, Cleaning agents",5,Insulation Repair,5,Crane Motor,2,6206 2RS,CLOSED,2023-10-29 00:00:00,2023-11-14 00:00:00,operator_05,supervisor_03
1808,Compressor Motor,EQ10056,2010,Conveyor Belt,Wire Rod Mill,1,Crompton Greaves,H550,D90L,11.0 KW,10.86,11.0,12.2,3000,Short Time (S2),3300,2.08,2025-07-21,10:46:00,"Winding burnt, motor tripped on overload",Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-74727,"Copper wire, Insulation paper, Varnish",1,Rewinding,6,Compressor Motor,1,6205 2RS,CLOSED,2025-07-21 00:00:00,2025-07-25 00:00:00,operator_19,supervisor_04
1809,Blower Motor,EQ10004,2011,Pump Driving,Blast Furnace,1,ABB,D884,D280M,11.0 KW,11.01,11.0,12.9,1500,Periodic (S5),3300,2.27,2023-04-27,13:58:00,Excessive vibration from drive end bearing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-17537,Bearing 6308 2RS,2,Bearing Replacement,4,Blower Motor,6,6308 2RS,CLOSED,2023-04-27 00:00:00,2023-05-18 00:00:00,operator_03,supervisor_04
1810,Pump Motor,EQ10486,2006,Cooling Tower Fan,Cold Rolling Mill,1,Bharat Bijlee,K509,D315M,7.5 KW,7.64,7.5,8.83,3000,Continuous (S1),440,11.57,2023-04-04,21:21:00,Excessive vibration from drive end bearing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-41501,Bearing N/A,2,Bearing Replacement,3,Pump Motor,11,N/A,CLOSED,2023-04-04 00:00:00,2023-04-12 00:00:00,operator_13,supervisor_07
